frame,cell_label,area,eccentricity,solidity,extent,aspect_ratio,n_defects,max_defect_depth_ratio
30,3,3138.0,0.7153,0.9429,0.7093,1.4309,5,0.2808
30,4,2109.0,0.9107,0.9061,0.5878,2.4211,2,0.529
30,5,1992.0,0.8947,0.9065,0.6566,2.2388,2,0.4807
30,6,3159.0,0.6206,1.0089,0.7649,1.2754,1,0.0565
30,8,2948.0,0.8586,0.8981,0.6702,1.9505,2,0.5421
30,9,2368.0,0.5678,0.9816,0.7255,1.2148,4,0.2572
30,10,2750.0,0.7264,0.8744,0.6579,1.4551,6,0.6559
30,11,1292.0,0.6464,0.9663,0.6729,1.3106,2,0.4064
31,1,3265.0,0.5298,1.0138,0.7886,1.1791,0,0.0393
31,2,4289.0,0.83,0.9637,0.624,1.7929,2,0.2307
31,3,2190.0,0.8856,0.9089,0.5264,2.1534,2,0.5347
31,4,3913.0,0.8297,0.97,0.6793,1.7916,2,0.2405
31,5,1032.0,0.688,1.0258,0.75,1.378,0,0.0442
31,6,979.0,0.6831,1.036,0.7577,1.3693,0,0.0445
31,7,1605.0,0.9163,0.8725,0.5489,2.4969,2,0.581
31,8,1514.0,0.9192,0.9212,0.6759,2.5401,3,0.4431
32,1,1168.0,0.7274,0.9857,0.7079,1.4574,3,0.3247
32,2,2125.0,0.855,0.9023,0.6678,1.928,2,0.5919
32,3,1772.0,0.8454,0.9236,0.6781,1.8719,2,0.5382
32,4,4471.0,0.801,0.964,0.7358,1.6706,2,0.2027
32,5,1518.0,0.7085,1.0222,0.734,1.4169,0,0.0373
32,7,2354.0,0.8271,0.8807,0.5667,1.779,2,0.6372
32,8,1314.0,0.6266,1.0143,0.7357,1.2832,2,0.0691
32,9,2106.0,0.9338,0.9321,0.6858,2.7958,2,0.4067
32,10,1767.0,0.8345,0.8184,0.5546,1.8147,3,1.1503
32,11,2421.0,0.4773,1.0098,0.7722,1.138,1,0.0612
32,12,1479.0,0.5752,0.8731,0.6562,1.2225,2,1.7656
33,1,1671.0,0.8072,0.9659,0.6738,1.694,5,0.312
33,3,816.0,0.5457,1.0355,0.7351,1.1933,0,0.0487
33,4,3629.0,0.8779,0.8536,0.5819,2.0886,2,0.8072
33,5,825.0,0.672,1.0358,0.7754,1.3503,0,0.0485
33,6,2283.0,0.4622,1.0088,0.757,1.1277,0,0.0469
33,7,1556.0,0.7515,0.7259,0.5206,1.5157,5,2.4215
33,8,1495.0,0.3909,0.8519,0.65,1.0864,4,1.5822
33,9,1456.0,0.4531,1.0171,0.7892,1.1217,1,0.0517
33,10,2592.0,0.7954,0.9108,0.5888,1.6499,6,0.3302
33,11,2331.0,0.6786,0.9942,0.7618,1.3614,2,0.2322
33,12,3477.0,0.6108,1.008,0.76,1.263,1,0.0538
34,1,2416.0,0.5325,1.0052,0.7617,1.1814,2,0.0623
34,2,2208.0,0.9131,0.9068,0.5271,2.452,2,0.414
34,3,3350.0,0.8976,0.8949,0.727,2.2686,2,0.628
34,4,832.0,0.5164,1.0459,0.7894,1.1678,0,0.0389
34,5,2999.0,0.4928,1.0101,0.746,1.1492,0,0.0421
34,6,3038.0,0.5448,1.0132,0.7614,1.1926,0,0.0438
34,7,2653.0,0.8237,0.8993,0.6219,1.7637,2,0.6151
34,8,3104.0,0.8616,0.912,0.6616,1.9702,2,0.5188
34,9,2311.0,0.9164,0.9063,0.5664,2.4984,2,0.4617
34,10,2274.0,0.8918,0.9089,0.5645,2.21,2,0.576
34,11,2236.0,0.8907,0.9127,0.5963,2.2002,2,0.5
34,12,1143.0,0.5784,1.0233,0.7595,1.2258,1,0.0524
34,13,2013.0,0.6439,1.019,0.7814,1.307,0,0.0395
34,14,2108.0,0.8673,0.8904,0.5425,2.0088,2,0.5495
34,15,2326.0,0.8721,0.8965,0.5821,2.0438,2,0.5912
34,16,2933.0,0.6215,0.9931,0.7437,1.2764,3,0.1418
34,17,1571.0,0.7324,0.8288,0.6376,1.4687,3,2.3378
34,18,1095.0,0.6435,1.032,0.79,1.3064,1,0.0536
35,1,1370.0,0.7654,0.9913,0.6587,1.5537,4,0.1233
35,2,2171.0,0.3691,1.0159,0.774,1.076,1,0.0626
35,3,1496.0,0.9239,0.9433,0.5614,2.6137,2,0.3424
35,4,1894.0,0.4798,1.0091,0.7463,1.1398,2,0.0571
35,6,2017.0,0.3865,1.0093,0.7324,1.0843,2,0.1005
35,7,2467.0,0.6316,0.999,0.7628,1.2899,4,0.2006
35,8,2823.0,0.6311,0.9807,0.7332,1.2891,2,0.1845
35,9,1924.0,0.4411,1.0094,0.7699,1.1142,1,0.0676
35,10,2178.0,0.526,1.013,0.7642,1.1758,2,0.0596
35,11,2564.0,0.819,0.9035,0.6937,1.7428,4,0.6511
35,12,2101.0,0.4758,0.9658,0.7208,1.1369,4,0.3412
35,13,3350.0,0.8378,0.9554,0.738,1.8316,4,0.1861
35,14,2517.0,0.4925,0.9911,0.742,1.149,3,0.153
35,15,2300.0,0.8587,0.8797,0.6553,1.951,4,0.5258
35,16,1307.0,0.6546,0.9875,0.6783,1.3228,5,0.1178
35,17,2608.0,0.7639,0.9444,0.6573,1.5496,7,0.2057
35,18,2699.0,0.8395,0.8622,0.5611,1.8401,4,0.6795
36,1,1296.0,0.6067,0.9715,0.6725,1.258,5,0.1762
36,2,2088.0,0.7327,0.929,0.5736,1.4693,7,0.3117
36,4,2143.0,0.5968,1.0123,0.7567,1.2462,1,0.0601
36,5,2982.0,0.5184,1.0102,0.7674,1.1694,1,0.063
36,6,2307.0,0.5326,1.0152,0.7955,1.1815,1,0.0581
36,7,1761.0,0.574,1.008,0.7526,1.2212,2,0.0663
36,8,2058.0,0.5668,0.9925,0.7,1.2138,7,0.1268
36,9,2834.0,0.7969,0.9547,0.6769,1.6552,6,0.1615
36,10,2219.0,0.5433,1.0089,0.7522,1.1911,1,0.0516
36,11,3081.0,0.6614,0.6915,0.482,1.3332,4,1.0646
36,12,2321.0,0.4432,0.994,0.7422,1.1156,4,0.1117
36,13,2286.0,0.863,0.9071,0.6048,1.9793,6,0.4945
36,14,2410.0,0.6363,0.9773,0.7303,1.2963,7,0.1723
36,15,2081.0,0.667,0.9736,0.6812,1.3421,5,0.1445
36,16,2287.0,0.6125,0.979,0.6827,1.2651,4,0.129
36,17,2735.0,0.6615,0.994,0.7479,1.3334,5,0.1084
37,1,2040.0,0.4929,0.9848,0.7418,1.1493,1,0.2276
37,2,4163.0,0.7953,0.9351,0.6019,1.6497,4,0.253
37,3,2218.0,0.7056,0.9713,0.6795,1.4112,8,0.2633
37,4,2650.0,0.5275,0.9853,0.7435,1.1771,2,0.1848
37,5,1940.0,0.3589,0.9791,0.7348,1.0714,3,0.2613
37,6,2262.0,0.6301,0.879,0.6545,1.2878,1,1.9704
37,7,3052.0,0.7754,0.934,0.6374,1.5835,6,0.2251
37,8,2395.0,0.5445,1.0131,0.7698,1.1922,0,0.0485
37,9,2259.0,0.4128,0.9899,0.749,1.0979,1,0.2239
37,10,3216.0,0.5768,1.0118,0.7657,1.2242,0,0.0328
37,11,2298.0,0.7115,0.9525,0.6495,1.4231,7,0.2315
37,12,2131.0,0.4724,0.9351,0.719,1.1346,1,1.1379
37,13,2800.0,0.6078,1.0047,0.7598,1.2593,1,0.067
37,14,2307.0,0.5525,1.0159,0.7783,1.1997,0,0.035
37,15,3810.0,0.7528,0.9642,0.7146,1.5192,2,0.1785
37,16,2197.0,0.772,0.9256,0.6584,1.5734,5,0.3511
37,17,1133.0,0.5602,0.9856,0.6776,1.2072,5,0.1753
37,18,3476.0,0.4916,1.0078,0.7759,1.1483,0,0.0335
37,19,1893.0,0.8441,0.9616,0.7035,1.8651,3,0.2791
37,20,1926.0,0.6051,0.9528,0.6918,1.2561,4,0.4424
37,21,2319.0,0.7084,0.9589,0.6731,1.4168,6,0.1975
37,22,1911.0,0.5735,1.0122,0.7656,1.2206,5,0.0641
37,23,1546.0,0.1623,0.9952,0.7002,1.0134,6,0.1361
37,24,2620.0,0.8634,0.9158,0.607,1.9824,7,0.4487
38,1,2549.0,0.7777,0.8547,0.5382,1.5907,6,0.53
38,2,2568.0,0.7683,0.9481,0.6496,1.5624,6,0.1978
38,3,2975.0,0.7975,0.9681,0.6524,1.6575,3,0.15
38,4,3253.0,0.5695,1.0104,0.7636,1.2165,1,0.0584
38,5,3601.0,0.858,0.9513,0.761,1.9471,3,0.2328
38,7,4186.0,0.8379,0.9483,0.5936,1.8323,3,0.1804
38,8,3501.0,0.603,1.0078,0.7652,1.2535,0,0.0424
38,9,2014.0,0.5011,1.0105,0.777,1.1555,3,0.0614
38,10,2098.0,0.5276,1.0135,0.7762,1.1772,1,0.0573
38,11,1561.0,0.5099,0.993,0.7095,1.1625,4,0.1654
38,13,511.0,0.4068,0.9706,0.6551,1.0947,4,0.4052
38,14,1548.0,0.5323,0.9866,0.72,1.1813,8,0.1593
38,15,2145.0,0.5061,0.9894,0.7548,1.1595,3,0.1914
38,17,2976.0,0.7764,0.9491,0.6216,1.5868,3,0.1806
38,18,1202.0,0.5863,0.9885,0.7383,1.2345,6,0.123
38,19,1846.0,0.6275,1.0112,0.7572,1.2843,2,0.0653
38,20,2000.0,0.6078,0.9955,0.7369,1.2593,7,0.14
39,1,3311.0,0.7806,0.9354,0.6118,1.5999,4,0.265
39,2,1839.0,0.552,1.0079,0.7568,1.1993,3,0.0544
39,3,2492.0,0.892,0.8442,0.6365,2.2118,5,0.6079
39,4,984.0,0.758,0.938,0.6486,1.5332,8,0.226
39,5,2007.0,0.5855,0.8522,0.6451,1.2335,3,2.1086
39,6,2186.0,0.7182,0.9898,0.6988,1.4371,3,0.1854
39,7,3329.0,0.6191,1.0105,0.7625,1.2734,0,0.0354
39,8,1647.0,0.5789,0.9717,0.663,1.2264,8,0.2377
39,9,2082.0,0.4961,1.008,0.7587,1.1518,2,0.0627
39,11,1560.0,0.4811,0.9692,0.6933,1.1407,3,0.2116
39,13,1923.0,0.5888,1.0126,0.7631,1.2372,0,0.0415
39,14,3276.0,0.9119,0.8962,0.6337,2.4367,3,0.4224
39,15,1765.0,0.6326,0.9882,0.7263,1.2912,6,0.1363
39,16,1992.0,0.3902,0.9854,0.7391,1.0861,2,0.1727
39,17,3134.0,0.7501,0.9188,0.636,1.5122,6,0.5283
39,18,1501.0,0.6494,0.8155,0.5281,1.315,9,0.7752
40,1,2047.0,0.6118,0.8668,0.6248,1.2642,3,1.8194
40,2,2847.0,0.7982,0.9373,0.6723,1.66,5,0.3023
40,3,3001.0,0.6173,1.0052,0.7656,1.2711,2,0.072
40,4,2855.0,0.5296,0.961,0.7239,1.1789,2,0.506
40,5,2146.0,0.8612,0.9024,0.6417,1.9673,3,0.5877
40,6,2113.0,0.8843,0.9257,0.662,2.1418,2,0.3874
40,7,2197.0,0.3354,0.8628,0.6241,1.0615,2,1.6061
40,9,3884.0,0.587,1.0049,0.7545,1.2352,1,0.0589
40,10,2349.0,0.786,0.8729,0.6101,1.6175,5,1.4523
40,12,2014.0,0.7287,0.9623,0.643,1.4603,4,0.3996
40,13,1421.0,0.8615,0.9723,0.6966,1.9694,3,0.2733
40,14,2156.0,0.5925,0.9672,0.6759,1.2413,7,0.156
40,16,1888.0,0.6842,0.9511,0.662,1.3711,5,0.2307
40,17,1851.0,0.7453,0.9029,0.6495,1.4998,5,1.1828
40,18,2432.0,0.6944,0.9446,0.6681,1.3896,6,0.2955
40,19,1649.0,0.5843,0.9356,0.7047,1.2322,8,0.3113
41,1,2064.0,0.8574,0.9358,0.5733,1.9432,2,0.4206
41,2,1203.0,0.6691,1.0326,0.7863,1.3455,0,0.0401
41,3,2153.0,0.7277,1.0077,0.7313,1.4579,1,0.0771
41,4,1709.0,0.919,0.8971,0.5629,2.5361,2,0.5477
41,5,929.0,0.5247,1.0322,0.782,1.1747,1,0.0504
41,7,2205.0,0.7156,1.0168,0.7187,1.4316,0,0.0327
41,8,1711.0,0.8871,0.943,0.6888,2.1665,2,0.3744
41,9,1432.0,0.5245,0.6921,0.5314,1.1745,2,2.436
41,10,758.0,0.7226,1.0355,0.7672,1.4467,2,0.0717
41,11,2419.0,0.7882,0.7423,0.54,1.6248,3,1.9691
42,1,3792.0,0.7442,0.9724,0.6575,1.4971,3,0.1639
42,2,1650.0,0.5474,1.0027,0.7524,1.1949,4,0.0665
42,3,2864.0,0.5977,0.9993,0.7412,1.2473,2,0.1837
42,4,1998.0,0.4842,1.0003,0.7433,1.1429,2,0.1269
42,5,2269.0,0.5745,1.0082,0.7718,1.2218,0,0.049
42,6,5391.0,0.8463,0.9077,0.5738,1.877,2,0.4308
42,7,2897.0,0.6037,1.0066,0.7634,1.2544,1,0.0791
42,8,1792.0,0.7166,0.9798,0.6649,1.4337,4,0.2437
42,9,1792.0,0.8864,0.9404,0.587,2.1602,3,0.4133
42,10,2293.0,0.5899,0.989,0.7428,1.2384,1,0.1955
42,11,3758.0,0.8352,0.9406,0.7166,1.8183,4,0.2907
42,12,2091.0,0.8165,0.9131,0.6266,1.7323,9,0.4274
42,13,2460.0,0.8329,0.872,0.584,1.8072,4,0.5528
42,14,1793.0,0.4845,0.9887,0.7379,1.1431,6,0.1895
42,15,2478.0,0.7983,0.9553,0.6883,1.6606,5,0.1808
43,1,1775.0,0.6978,0.9753,0.6574,1.396,6,0.1441
43,2,2452.0,0.6052,0.9413,0.6421,1.2561,6,0.2599
43,3,2834.0,0.7868,0.8557,0.6134,1.6202,5,0.9747
43,4,1542.0,0.5106,1.0118,0.7796,1.163,4,0.0742
43,5,2216.0,0.7143,0.9827,0.6715,1.429,7,0.1225
43,6,3315.0,0.8279,0.986,0.7738,1.7827,2,0.148
43,7,2448.0,0.3111,0.9986,0.7418,1.0522,3,0.1325
43,8,2958.0,0.8073,0.9775,0.725,1.6944,3,0.1719
43,9,3366.0,0.8553,0.9241,0.6979,1.9301,4,0.2717
43,10,2015.0,0.6157,1.008,0.7455,1.269,2,0.0614
43,11,3521.0,0.7692,0.9708,0.6628,1.5649,4,0.1581
43,12,2710.0,0.5439,1.0104,0.7699,1.1917,0,0.0392
43,13,2639.0,0.4491,1.0053,0.7739,1.1192,3,0.0577
43,15,2871.0,0.5696,1.007,0.7518,1.2166,2,0.0662
43,16,2678.0,0.886,0.9003,0.5978,2.1566,6,0.4893
43,17,1903.0,0.5517,0.8909,0.672,1.199,1,1.7592
43,18,1767.0,0.4241,1.0158,0.7853,1.1042,2,0.08
43,19,3101.0,0.5262,1.0121,0.7845,1.1759,0,0.0403
43,20,1563.0,0.6151,0.9936,0.7373,1.2683,5,0.1266
44,1,2874.0,0.8117,0.9415,0.6778,1.7121,4,0.2126
44,2,2151.0,0.8544,0.8044,0.5357,1.9243,3,1.7204
44,3,3131.0,0.3874,0.9905,0.7412,1.0847,3,0.1605
44,4,2761.0,0.7762,0.9582,0.6344,1.5861,7,0.2062
44,5,2083.0,0.523,1.0114,0.7613,1.1732,1,0.0575
44,6,1812.0,0.3902,0.9813,0.7251,1.0861,1,0.2118
44,7,3261.0,0.6065,1.0032,0.7677,1.2578,1,0.0577
44,8,4483.0,0.8582,0.9645,0.7398,1.9483,2,0.2568
44,9,3457.0,0.7853,0.8654,0.6813,1.6153,8,1.2994
44,10,2539.0,0.4739,0.9807,0.7347,1.1356,5,0.1326
44,11,2747.0,0.8925,0.9066,0.6204,2.217,3,0.4606
44,12,1140.0,0.7469,0.9012,0.6383,1.5039,6,0.4423
44,13,2713.0,0.6668,1.0031,0.7348,1.3419,2,0.1022
44,14,1911.0,0.4905,1.013,0.753,1.1475,1,0.0613
45,1,1967.0,0.8645,0.8815,0.6073,1.9894,5,1.188
45,3,4941.0,0.8379,0.961,0.7198,1.8321,2,0.2361
45,4,2162.0,0.9021,0.919,0.6842,2.3175,2,0.4862
45,5,1147.0,0.6778,1.0255,0.7556,1.3601,0,0.0411
45,6,1376.0,0.7909,0.9978,0.7358,1.6341,3,0.1943
45,7,3751.0,0.8597,0.964,0.7076,1.9576,2,0.1851
45,8,3767.0,0.8155,0.9669,0.638,1.7279,2,0.193
45,9,2343.0,0.8504,0.9195,0.5579,1.9005,7,0.248
45,10,1263.0,0.7003,0.9734,0.716,1.4008,4,0.2398
46,1,3654.0,0.8268,0.9743,0.692,1.7777,3,0.1649
46,2,1541.0,0.5121,0.93,0.6429,1.1643,5,0.7797
46,4,2021.0,0.5138,1.0143,0.7679,1.1656,1,0.0502
46,6,1348.0,0.6548,0.8334,0.6323,1.3231,3,2.1679
46,7,1561.0,0.8931,0.9153,0.6377,2.2227,2,0.4737
46,8,3619.0,0.8194,0.9802,0.677,1.7445,2,0.1585
46,9,1480.0,0.8986,0.9299,0.625,2.279,3,0.3706
46,10,4522.0,0.854,0.9425,0.6489,1.9218,3,0.2579
46,11,2103.0,0.7084,0.9435,0.6927,1.4167,4,0.5932
46,12,1037.0,0.6932,0.9125,0.6184,1.3874,5,0.5917
46,13,1067.0,0.6929,0.9595,0.624,1.3869,3,0.3453
47,1,1166.0,0.6258,1.0269,0.7571,1.2821,0,0.0408
47,2,2425.0,0.5568,1.0106,0.738,1.2039,1,0.0524
47,3,2442.0,0.6705,0.9658,0.7033,1.3478,2,0.2756
47,4,1860.0,0.8917,0.9115,0.6705,2.2097,2,0.4911
47,5,3177.0,0.8397,0.9796,0.7564,1.8413,2,0.179
47,6,1803.0,0.9128,0.7849,0.5786,2.4488,5,0.9669
47,7,1758.0,0.9198,0.906,0.6511,2.5487,2,0.4544
47,8,1841.0,0.7387,0.9539,0.6934,1.4836,9,0.1896
47,9,1040.0,0.4963,1.0132,0.7843,1.1519,2,0.1864
48,2,2094.0,0.8949,0.9132,0.6884,2.2413,2,0.5395
48,3,1869.0,0.8714,0.9275,0.5975,2.0383,3,0.3775
48,4,1168.0,0.7149,1.0332,0.7865,1.4302,0,0.0407
48,5,3049.0,0.5548,1.0069,0.7619,1.2019,0,0.043
48,6,1889.0,0.9046,0.9242,0.5937,2.346,2,0.4215
48,7,3442.0,0.9013,0.8835,0.7242,2.3087,2,0.6646
48,9,1045.0,0.6534,1.0301,0.7594,1.321,0,0.045
48,10,1736.0,0.8346,0.9573,0.6644,1.8155,2,0.3182
48,11,1513.0,0.7692,1.022,0.7435,1.5648,0,0.0402
48,12,2255.0,0.8484,0.8934,0.6406,1.889,4,1.0371
49,1,1532.0,0.8302,0.9474,0.5901,1.7937,4,0.2823
49,2,4472.0,0.7859,0.9679,0.6425,1.6172,2,0.1936
49,3,1817.0,0.8416,0.9094,0.6562,1.8516,3,0.4478
49,4,2174.0,0.5751,1.013,0.7677,1.2224,0,0.0423
49,5,1152.0,0.5793,1.024,0.7273,1.2269,0,0.041
49,6,1102.0,0.7486,0.9817,0.7255,1.5083,2,0.3001
49,7,1660.0,0.6264,1.0222,0.775,1.2829,0,0.0369
50,1,2916.0,0.9227,0.7898,0.5951,2.5932,5,0.6893
50,2,2258.0,0.6107,0.998,0.7433,1.2628,5,0.0763
50,3,2362.0,0.5751,1.0085,0.747,1.2224,3,0.0688
50,4,1692.0,0.7085,0.9297,0.7293,1.4169,3,0.5876
50,6,1660.0,0.6674,0.8913,0.6444,1.3429,5,1.1406
50,7,1756.0,0.6027,1.0095,0.7256,1.2532,5,0.0664
50,8,3801.0,0.7994,0.9326,0.6168,1.6643,4,0.3517
50,9,2355.0,0.8569,0.9407,0.5761,1.9402,4,0.3367
51,1,1173.0,0.6797,1.028,0.7667,1.3634,1,0.0546
51,2,783.0,0.685,1.0392,0.7457,1.3725,1,0.0549
51,3,1309.0,0.7577,0.9056,0.6679,1.5322,2,0.8694
51,4,1853.0,0.5296,0.9802,0.6753,1.1789,3,0.2347
51,5,1840.0,0.9131,0.9182,0.6631,2.4527,2,0.4594
51,6,1917.0,0.8323,0.9107,0.6776,1.8041,2,0.5337
51,7,1479.0,0.7749,0.9499,0.6521,1.5819,2,0.4056
51,8,2004.0,0.5107,1.0098,0.7614,1.1631,2,0.0673
51,9,2338.0,0.9038,0.9004,0.6551,2.3363,2,0.4821
51,10,1679.0,0.9067,0.923,0.6483,2.3707,2,0.4446
52,1,1878.0,0.8829,0.8527,0.6362,2.13,4,0.6012
52,2,1220.0,0.888,0.9915,0.7644,2.1748,2,0.1695
52,3,1946.0,0.918,0.9057,0.5631,2.5223,2,0.5022
52,4,2194.0,0.6775,0.8745,0.6156,1.3596,3,1.9206
52,5,1672.0,0.7257,1.0,0.7031,1.4534,2,0.1463
52,6,4896.0,0.886,0.9296,0.7286,2.1566,2,0.3333
52,7,802.0,0.7209,1.0289,0.6944,1.4429,1,0.0531
52,8,2142.0,0.7404,0.8697,0.627,1.4877,2,2.1174
52,9,1952.0,0.4928,0.976,0.6959,1.1493,4,0.2636
52,10,1445.0,0.5534,0.9077,0.5903,1.2006,5,0.5515
52,11,2919.0,0.8577,0.8301,0.5792,1.9452,3,1.0311
52,12,2566.0,0.5071,1.0071,0.7685,1.1602,1,0.0549
52,13,3193.0,0.8523,0.9003,0.6719,1.9118,4,0.5786
52,14,1085.0,0.6505,0.948,0.5897,1.3167,3,0.3044
52,15,1467.0,0.6257,0.9909,0.6792,1.2819,5,0.1412
52,16,2285.0,0.7257,0.8474,0.6072,1.4535,3,1.5867
53,1,1469.0,0.6917,0.9336,0.642,1.3848,9,0.2775
53,2,5036.0,0.8674,0.9597,0.6447,2.0098,2,0.2385
53,3,1739.0,0.4839,0.8975,0.6518,1.1427,5,1.1405
53,4,1520.0,0.7941,0.9781,0.7156,1.6454,3,0.209
53,5,882.0,0.7915,1.0051,0.6447,1.6363,5,0.1867
53,6,2549.0,0.6885,0.9798,0.7098,1.3789,3,0.2968
53,8,1332.0,0.6971,0.9224,0.6195,1.3947,5,0.3914
53,9,2414.0,0.7533,0.972,0.6479,1.5206,7,0.2281
53,10,2549.0,0.6567,0.9988,0.697,1.3259,2,0.0826
53,11,3551.0,0.8542,0.9582,0.7423,1.9233,3,0.2232
53,12,2681.0,0.8719,0.8181,0.5773,2.0424,4,0.6353
53,13,3107.0,0.8703,0.839,0.5044,2.0303,4,1.2314
54,1,1204.0,0.6709,0.7375,0.5145,1.3485,3,2.1474
54,2,3652.0,0.7858,0.9494,0.6265,1.6167,8,0.2498
54,3,1500.0,0.6086,0.997,0.75,1.2603,2,0.1579
54,4,1616.0,0.8834,0.9071,0.6215,2.1338,2,0.4697
54,5,1268.0,0.7316,1.0251,0.7611,1.4668,0,0.0472
54,6,1845.0,0.9238,0.9186,0.6656,2.6121,2,0.4616
54,7,3038.0,0.4872,0.9905,0.7463,1.1451,2,0.1473
54,8,764.0,0.4023,1.0373,0.7717,1.0923,0,0.0466
54,9,1419.0,0.5659,1.0268,0.7883,1.2129,0,0.0369
54,10,2076.0,0.6848,0.9895,0.7522,1.3723,3,0.1904
54,11,2241.0,0.8484,0.9024,0.56,1.8888,2,0.5556
54,12,2002.0,0.8945,0.9016,0.6581,2.2368,2,0.5704
55,1,1960.0,0.9002,0.8669,0.6282,2.2968,3,0.5092
55,2,1715.0,0.8368,0.8824,0.6838,1.8264,4,0.8423
55,3,1220.0,0.8062,0.9919,0.706,1.6901,2,0.1992
55,4,1618.0,0.9133,0.9233,0.6262,2.4555,2,0.3942
55,6,1433.0,0.7495,1.0167,0.7655,1.5106,2,0.1022
55,7,4036.0,0.84,0.9622,0.7039,1.8429,2,0.2546
55,8,1030.0,0.7045,1.031,0.7551,1.4091,0,0.0494
56,1,1022.0,0.7658,1.0339,0.8009,1.5549,0,0.0455
56,2,941.0,0.7822,0.9792,0.7001,1.6052,2,0.3632
56,3,1705.0,0.8395,0.9342,0.5947,1.8406,2,0.4111
56,4,1180.0,0.6836,1.0288,0.7564,1.3701,0,0.0437
56,5,1680.0,0.891,0.8757,0.5296,2.2026,2,0.8051
56,6,1363.0,0.8586,0.9595,0.6884,1.9505,2,0.3546
56,7,1982.0,0.6632,0.9314,0.6882,1.3361,3,0.8694
56,8,1166.0,0.629,1.0314,0.7794,1.2863,0,0.0385
56,9,2364.0,0.9312,0.8733,0.6118,2.744,6,0.5396
57,2,1808.0,0.562,1.0163,0.7338,1.209,1,0.0925
57,3,2107.0,0.8412,0.9392,0.6872,1.8494,2,0.44
57,4,921.0,0.6926,1.0262,0.7344,1.3864,2,0.0917
57,5,3105.0,0.8747,0.9027,0.6136,2.0637,2,0.5542
57,6,2314.0,0.9024,0.9046,0.7055,2.3212,2,0.4708
57,8,1058.0,0.6506,1.0257,0.7633,1.3168,0,0.0447
57,9,1768.0,0.9025,0.9269,0.6821,2.3214,2,0.4204
57,10,1664.0,0.6664,1.006,0.7516,1.3412,3,0.1054
57,11,2127.0,0.7118,1.0031,0.7624,1.4238,1,0.1153
57,12,1579.0,0.7488,1.0187,0.7037,1.5087,0,0.0404
57,13,1516.0,0.8109,0.9815,0.7019,1.709,2,0.2262
57,14,1866.0,0.8644,0.9297,0.7205,1.9889,2,0.4433
57,15,2328.0,0.8415,0.8608,0.5427,1.851,2,0.7016
57,16,1416.0,0.7391,1.0265,0.7314,1.4845,0,0.0386
57,17,1277.0,0.6868,1.0257,0.7763,1.3758,0,0.043
57,18,1101.0,0.677,1.0333,0.782,1.3588,0,0.0478
57,19,1149.0,0.5958,1.0296,0.7635,1.2451,0,0.0411
57,20,1805.0,0.9066,0.9149,0.6592,2.3701,2,0.4583
57,21,2363.0,0.8689,0.9175,0.6502,2.0204,2,0.4867
57,22,4662.0,0.8833,0.9352,0.6195,2.1329,2,0.2937
57,23,2957.0,0.8614,0.9055,0.677,1.969,4,0.4845
58,1,4393.0,0.8833,0.9558,0.5832,2.1332,2,0.219
58,2,1435.0,0.7381,1.0254,0.7605,1.482,0,0.0384
58,3,3007.0,0.8301,0.9068,0.6675,1.7933,2,0.4567
58,4,1652.0,0.8727,0.9544,0.6517,2.0479,2,0.3087
58,5,3657.0,0.8138,0.9693,0.7421,1.7209,2,0.2454
58,6,2482.0,0.9182,0.9037,0.6635,2.5248,2,0.4829
58,7,5241.0,0.8406,0.9715,0.7177,1.8461,2,0.1843
58,8,2809.0,0.8922,0.8943,0.6533,2.2143,2,0.6054
58,9,1544.0,0.6379,0.8348,0.6266,1.2985,4,2.3664
59,1,2343.0,0.5735,0.9034,0.6675,1.2207,2,1.6249
59,2,2902.0,0.7749,0.9319,0.673,1.5822,3,0.2838
59,3,2110.0,0.586,1.0191,0.7829,1.2341,0,0.0327
59,4,835.0,0.5368,1.0373,0.7482,1.1853,1,0.0549
59,5,1540.0,0.7639,1.0046,0.6512,1.5496,2,0.1163
59,6,2828.0,0.8882,0.811,0.5125,2.1769,3,0.7392
59,7,1029.0,0.702,1.0337,0.7903,1.4042,1,0.0531
59,8,1679.0,0.8879,0.922,0.5617,2.1733,2,0.3765
59,9,824.0,0.6222,1.0378,0.7679,1.2774,1,0.0552
59,10,1860.0,0.6458,0.8591,0.5931,1.3097,4,1.1164
59,11,2299.0,0.8754,0.9101,0.6614,2.0684,2,0.5034
59,12,2200.0,0.8623,0.922,0.5867,1.9751,2,0.4352
59,13,1457.0,0.7374,0.9242,0.7032,1.4806,3,0.5489
59,14,1433.0,0.5817,0.9772,0.699,1.2294,2,0.3047
59,15,1305.0,0.6595,1.0251,0.7667,1.3304,0,0.0491
59,16,1382.0,0.2968,0.7627,0.6009,1.0472,2,2.2815
60,2,4459.0,0.8156,0.972,0.6976,1.7282,3,0.1693
60,3,2301.0,0.9114,0.9061,0.5218,2.4297,2,0.4329
60,4,2073.0,0.788,0.9442,0.6676,1.6241,2,0.3431
60,5,1492.0,0.7913,0.9917,0.7024,1.6354,3,0.2004
60,6,923.0,0.6659,1.0336,0.7444,1.3403,0,0.0424
60,7,1652.0,0.6576,1.0169,0.7329,1.3274,0,0.0458
60,8,3850.0,0.844,0.9686,0.7447,1.8645,2,0.1725
