frame,cell_label,area,eccentricity,solidity,extent,aspect_ratio,n_defects,max_defect_depth_ratio
60,9,2789.0,0.704,0.9968,0.7248,1.408,2,0.1134
60,10,1699.0,0.7861,1.0247,0.7286,1.6179,0,0.0494
60,11,1698.0,0.7558,0.9675,0.7093,1.5273,3,0.4174
60,12,1800.0,0.817,0.9621,0.6645,1.7342,2,0.2906
60,13,2883.0,0.7504,0.8958,0.672,1.513,5,0.5008
61,1,2170.0,0.5071,1.0147,0.7769,1.1603,1,0.0599
61,2,2040.0,0.8753,0.8194,0.6005,2.0676,6,1.0203
61,3,2612.0,0.8897,0.8924,0.5183,2.1901,3,0.4449
61,4,2178.0,0.4632,0.9706,0.7071,1.1283,4,0.2528
61,5,4268.0,0.8532,0.9471,0.6054,1.9172,2,0.2634
61,6,1688.0,0.7318,0.8936,0.6327,1.4673,4,1.2344
61,7,2968.0,0.9012,0.8318,0.5075,2.3077,8,0.5423
61,8,2642.0,0.2749,0.982,0.7467,1.0401,2,0.2008
61,9,3401.0,0.7731,0.9713,0.6383,1.5764,3,0.1667
61,11,3002.0,0.7953,0.9268,0.6823,1.6498,4,0.3628
61,12,2406.0,0.8478,0.9355,0.6426,1.8856,7,0.1956
61,14,3659.0,0.5003,1.0037,0.7726,1.1549,1,0.0667
62,1,1570.0,0.656,1.0159,0.7302,1.3249,1,0.0828
62,2,1584.0,0.6392,0.9906,0.7084,1.3004,3,0.1606
62,3,1373.0,0.7027,1.0308,0.7688,1.4055,0,0.0398
62,4,1808.0,0.8953,0.9293,0.6694,2.2452,2,0.4033
62,5,1136.0,0.673,1.0211,0.7263,1.352,0,0.047
62,6,2184.0,0.8634,0.9304,0.6196,1.9824,2,0.3776
62,7,2283.0,0.805,0.9821,0.7461,1.6857,2,0.2162
62,8,1967.0,0.9206,0.9106,0.7299,2.5604,2,0.5047
62,9,1524.0,0.8554,0.9594,0.6804,1.9306,2,0.3384
62,10,1995.0,0.9047,0.9116,0.57,2.3474,2,0.4281
62,11,2048.0,0.8652,0.9311,0.5967,1.9943,2,0.4163
63,1,1329.0,0.7033,1.0255,0.7483,1.4067,0,0.0399
63,2,2055.0,0.6976,1.0204,0.774,1.3956,0,0.0345
63,3,1114.0,0.5525,1.0281,0.7578,1.1998,0,0.045
63,4,2334.0,0.9302,0.9119,0.6879,2.7247,2,0.4489
63,5,2115.0,0.9163,0.9069,0.5341,2.4966,2,0.4307
63,6,1690.0,0.8793,0.9473,0.6525,2.0995,3,0.3232
63,7,1214.0,0.7084,1.0279,0.7597,1.4167,0,0.0431
63,8,1815.0,0.854,0.953,0.6946,1.9223,2,0.3159
63,9,4021.0,0.8326,0.9783,0.7328,1.8055,2,0.1553
63,10,2264.0,0.903,0.8673,0.534,2.3277,6,0.4962
64,1,3233.0,0.8657,0.8757,0.6531,1.9979,6,0.4509
64,2,2578.0,0.8105,0.9183,0.6112,1.7071,4,0.4587
64,3,1643.0,0.6263,0.8898,0.6378,1.2828,4,0.8986
64,4,3534.0,0.7451,0.9876,0.7427,1.4994,2,0.1334
64,5,1774.0,0.8587,0.9494,0.6865,1.9513,2,0.3567
64,6,2311.0,0.5352,1.0059,0.768,1.1838,2,0.0991
64,7,2523.0,0.8609,0.9391,0.5682,1.9654,5,0.2644
64,8,432.0,0.3398,0.2494,0.1698,1.0633,11,4.1319
64,9,1411.0,0.5792,1.0232,0.7537,1.2267,0,0.0426
64,10,2255.0,0.539,1.0126,0.7517,1.1873,0,0.0354
64,11,4856.0,0.8172,0.968,0.6416,1.7351,2,0.2057
64,12,1686.0,0.5418,0.9323,0.6505,1.1898,6,0.2887
65,2,2616.0,0.5111,1.0017,0.7535,1.1635,4,0.1205
65,3,2695.0,0.92,0.8023,0.5231,2.5514,5,0.5822
65,4,1163.0,0.6712,0.9728,0.6447,1.3491,8,0.1464
65,5,3272.0,0.8551,0.89,0.6028,1.9287,5,0.5155
65,6,2877.0,0.9069,0.8583,0.6187,2.3735,5,0.5491
65,7,3245.0,0.7269,0.9746,0.6735,1.4561,3,0.1463
65,8,2908.0,0.5752,1.0061,0.7597,1.2225,1,0.0511
65,9,3148.0,0.8578,0.8835,0.6348,1.9454,5,0.6358
65,10,6176.0,0.8316,0.9184,0.7257,1.8006,2,0.4571
65,12,3316.0,0.7404,0.9669,0.6611,1.4877,6,0.1419
65,13,2779.0,0.8213,0.9412,0.6332,1.7531,6,0.4753
65,14,3604.0,0.801,0.9645,0.6754,1.6704,2,0.1793
65,15,1900.0,0.515,0.9901,0.7068,1.1666,6,0.104
65,16,3271.0,0.5911,0.9833,0.7328,1.2398,6,0.111
66,1,2104.0,0.9216,0.8463,0.4755,2.5766,3,0.5644
66,2,2034.0,0.9257,0.9084,0.7062,2.6443,2,0.4972
66,3,2761.0,0.5861,1.0123,0.7723,1.2342,1,0.0603
66,5,2377.0,0.8165,0.924,0.6438,1.732,5,0.2765
66,6,1066.0,0.6795,0.8814,0.5384,1.363,3,0.6251
66,7,1998.0,0.6003,0.9188,0.7011,1.2503,2,1.3055
66,8,1261.0,0.6111,0.9644,0.6707,1.2633,6,0.3677
66,9,2554.0,0.8852,0.9107,0.6339,2.1496,2,0.5061
66,11,1959.0,0.4359,1.0156,0.7864,1.1111,2,0.0629
66,12,1487.0,0.8324,0.9179,0.5719,1.8045,6,0.4079
66,13,1964.0,0.8886,0.8762,0.5979,2.1806,3,0.6116
67,2,998.0,0.5666,0.8931,0.5937,1.2136,3,1.1565
67,3,1657.0,0.7088,1.0209,0.7397,1.4177,1,0.0551
67,4,2114.0,0.8921,0.9197,0.5792,2.2129,2,0.4882
67,5,933.0,0.6126,1.0367,0.792,1.2652,0,0.0431
67,6,1883.0,0.5803,1.0173,0.7608,1.2279,0,0.0408
67,7,2170.0,0.8705,0.8973,0.6279,2.0321,2,0.5413
67,8,2727.0,0.8195,0.9243,0.6871,1.745,2,0.5435
67,9,1548.0,0.8353,0.9645,0.6935,1.8186,3,0.2696
67,10,1319.0,0.7096,1.0317,0.7851,1.4193,0,0.0402
67,11,963.0,0.7141,1.0277,0.7643,1.4285,1,0.0511
67,12,1493.0,0.7733,1.015,0.754,1.5772,1,0.0944
67,13,2359.0,0.617,1.0098,0.7561,1.2707,1,0.0577
67,14,2884.0,0.835,0.9158,0.6513,1.8175,2,0.5019
67,15,1663.0,0.7382,0.9462,0.7071,1.4823,3,0.7757
68,2,2666.0,0.9022,0.9013,0.5532,2.3184,2,0.5754
68,3,1632.0,0.9062,0.9339,0.6857,2.3653,2,0.3716
68,4,1588.0,0.8028,1.0124,0.7462,1.6771,2,0.0759
68,5,2096.0,0.7504,0.9343,0.6323,1.513,3,0.549
68,6,1710.0,0.6673,0.9864,0.723,1.3426,2,0.2028
68,7,2339.0,0.9069,0.9124,0.6356,2.3738,2,0.4628
68,8,2230.0,0.5366,0.8737,0.6423,1.1851,3,1.4713
68,9,2346.0,0.8877,0.9049,0.5329,2.1718,2,0.511
68,10,886.0,0.6673,1.0375,0.7483,1.3426,0,0.0409
68,11,1684.0,0.4671,1.0142,0.7655,1.131,2,0.0604
68,12,1461.0,0.6833,1.0231,0.7204,1.3696,0,0.0371
68,14,1764.0,0.6167,0.9795,0.75,1.2703,2,0.2532
68,15,3052.0,0.9291,0.882,0.5464,2.7032,3,0.6789
69,1,4306.0,0.8712,0.8552,0.6806,2.0371,3,1.1663
69,2,2701.0,0.8911,0.7504,0.4583,2.2039,3,2.5232
69,3,3139.0,0.56,0.9987,0.7694,1.207,2,0.1141
69,4,1419.0,0.7553,1.029,0.7797,1.5259,1,0.0529
69,5,2835.0,0.8707,0.9036,0.5568,2.0333,2,0.4853
69,6,2817.0,0.5195,1.0119,0.7722,1.1703,0,0.0447
69,7,1636.0,0.6699,0.8624,0.6378,1.347,3,2.2349
69,8,1840.0,0.913,0.9207,0.6812,2.4513,2,0.5154
69,9,3320.0,0.4943,1.007,0.7875,1.1503,1,0.0615
69,10,1959.0,0.7778,0.9669,0.6596,1.5911,4,0.2686
69,11,2944.0,0.8485,0.8962,0.5633,1.8899,4,0.7323
70,1,1138.0,0.7028,1.0206,0.7438,1.4057,0,0.0456
70,2,1900.0,0.9131,0.9052,0.6507,2.4527,2,0.5315
70,3,1786.0,0.911,0.924,0.5627,2.4252,2,0.3758
70,4,2324.0,0.8906,0.9038,0.5738,2.1984,2,0.6311
70,5,2086.0,0.6302,1.0181,0.774,1.288,0,0.0323
70,6,1835.0,0.7677,0.9562,0.6412,1.5606,2,0.3278
70,7,2869.0,0.8902,0.8888,0.6579,2.1949,2,0.6905
70,8,1444.0,0.4365,0.9656,0.7145,1.1115,4,0.3385
70,9,2497.0,0.861,0.9064,0.5442,1.9661,2,0.5438
70,11,3051.0,0.874,0.9098,0.5439,2.0581,2,0.5696
70,12,1834.0,0.8309,0.9678,0.6843,1.7973,2,0.2697
70,13,1234.0,0.4893,0.8563,0.6239,1.1467,2,1.2056
70,14,2085.0,0.8823,0.9226,0.5993,2.1244,2,0.4094
70,15,1938.0,0.4945,0.9144,0.6939,1.1505,2,1.0959
70,16,917.0,0.7187,1.0332,0.7642,1.4382,0,0.048
70,17,1532.0,0.5322,0.9065,0.6598,1.1812,2,1.0682
71,1,2074.0,0.7988,0.9651,0.6778,1.6621,2,0.2881
71,3,1143.0,0.652,1.0297,0.7818,1.3188,0,0.0444
71,4,2402.0,0.8502,0.8936,0.5515,1.8998,2,0.5214
71,5,1275.0,0.6064,1.0249,0.7603,1.2576,0,0.039
71,6,2565.0,0.7501,0.9546,0.6706,1.512,3,0.5017
71,7,1141.0,0.7683,1.0298,0.7831,1.5623,0,0.0453
71,9,1846.0,0.8807,0.9125,0.6842,2.1115,3,0.6549
71,10,2007.0,0.5921,0.8555,0.658,1.2409,1,2.0484
71,11,2238.0,0.6716,1.0194,0.7612,1.3496,0,0.034
71,12,1069.0,0.6409,1.0284,0.7614,1.3027,0,0.046
71,14,2149.0,0.8202,0.9551,0.6238,1.7481,2,0.352
72,1,3371.0,0.7777,0.8905,0.642,1.5908,4,1.0303
72,2,1711.0,0.6029,1.0163,0.7604,1.2535,3,0.0716
72,3,4798.0,0.8201,0.9639,0.735,1.7475,2,0.2393
72,5,1366.0,0.7724,0.5632,0.272,1.5746,4,1.9259
72,6,2107.0,0.4398,1.0096,0.7525,1.1134,2,0.0676
72,7,1031.0,0.6794,0.9377,0.6546,1.3629,4,0.5235
72,8,2091.0,0.7695,0.8799,0.6365,1.5657,4,1.3974
72,9,4451.0,0.8071,0.9538,0.7224,1.6936,4,0.2679
72,10,2833.0,0.8357,0.9233,0.5952,1.8208,2,0.4704
72,12,1687.0,0.8762,0.9055,0.633,2.0753,2,0.5345
72,13,4611.0,0.8241,0.9666,0.6242,1.7656,2,0.2184
72,14,2169.0,0.8946,0.9013,0.5764,2.2378,3,0.5728
73,1,1440.0,0.8991,0.9483,0.5581,2.2843,2,0.3062
73,2,2282.0,0.3083,1.016,0.7828,1.0512,0,0.0413
73,3,2506.0,0.8724,0.9023,0.5603,2.0461,2,0.5257
73,4,2194.0,0.5732,1.0172,0.7836,1.2203,0,0.0346
73,5,1513.0,0.6059,0.7323,0.5502,1.257,5,2.2545
73,6,1801.0,0.6973,1.0218,0.7657,1.3951,0,0.0374
73,7,2964.0,0.8808,0.7486,0.4867,2.1119,4,1.9772
73,8,1320.0,0.6904,1.026,0.7756,1.3824,0,0.0488
73,9,2772.0,0.6315,1.0109,0.7806,1.2897,1,0.0679
73,11,885.0,0.6144,1.0339,0.7682,1.2674,1,0.0505
73,12,2057.0,0.8955,0.9369,0.5651,2.247,2,0.3746
74,1,2461.0,0.5043,1.0113,0.7888,1.158,1,0.0659
74,2,3238.0,0.7852,0.877,0.563,1.6148,6,1.028
74,3,1627.0,0.6902,0.7761,0.6163,1.382,4,2.3341
74,4,1145.0,0.6824,1.0339,0.7886,1.368,0,0.0411
74,5,2075.0,0.886,0.9218,0.6288,2.1569,2,0.5226
74,7,2063.0,0.8786,0.9032,0.5949,2.0938,2,0.5998
74,8,686.0,0.2602,1.0394,0.7885,1.0357,1,0.0531
74,9,1168.0,0.3827,1.0332,0.8094,1.0824,0,0.0492
74,10,2485.0,0.9052,0.9045,0.5861,2.3528,2,0.5263
74,11,2693.0,0.8932,0.8986,0.5524,2.2244,2,0.5275
74,12,935.0,0.6994,1.0389,0.806,1.3991,0,0.043
74,13,2251.0,0.4132,1.0047,0.7594,1.0981,1,0.0537
74,14,934.0,0.6986,1.0258,0.7532,1.3976,3,0.0609
74,15,1634.0,0.9163,0.9149,0.7074,2.4965,2,0.4678
74,16,1002.0,0.4975,0.9291,0.7157,1.1528,3,0.5413
75,1,1824.0,0.8918,0.9175,0.606,2.2101,2,0.4395
75,2,1069.0,0.7278,1.0324,0.7663,1.4581,0,0.0394
75,3,1801.0,0.9046,0.9241,0.5266,2.3455,2,0.37
75,4,695.0,0.4814,1.0428,0.7722,1.1409,0,0.0425
75,5,1198.0,0.6602,1.0279,0.753,1.3314,0,0.0468
75,6,938.0,0.7032,1.0347,0.7817,1.4065,0,0.0454
75,7,1044.0,0.5696,1.0306,0.7676,1.2167,0,0.0476
75,8,1031.0,0.8215,1.001,0.7729,1.7538,2,0.1378
75,9,2376.0,0.6164,0.8487,0.6207,1.2699,3,2.1347
75,10,1021.0,0.6831,1.0298,0.7546,1.3693,0,0.047
75,11,874.0,0.6679,1.038,0.7931,1.3436,0,0.0487
75,12,963.0,0.7056,1.0272,0.7224,1.4111,2,0.0636
75,13,870.0,0.6188,1.0351,0.7552,1.2729,0,0.0472
76,1,1549.0,0.9125,0.8993,0.5763,2.4446,3,0.485
76,2,3598.0,0.8304,0.947,0.649,1.7947,3,0.2738
76,3,1565.0,0.5996,1.0225,0.7763,1.2495,0,0.038
76,4,2254.0,0.7156,1.0183,0.7735,1.4317,0,0.0368
76,5,1974.0,0.9182,0.9026,0.4994,2.5241,2,0.4762
76,6,4166.0,0.7077,0.9719,0.723,1.4154,2,0.2363
76,7,3996.0,0.5078,1.0001,0.755,1.1608,2,0.0798
76,8,1348.0,0.6779,0.944,0.666,1.3603,7,0.5103
77,2,1427.0,0.4224,0.993,0.7229,1.1033,8,0.1199
77,3,1979.0,0.8705,0.8882,0.5249,2.032,2,0.6468
77,4,1760.0,0.6364,0.8948,0.6162,1.2964,3,1.0722
77,5,1758.0,0.8045,0.9349,0.6497,1.6838,2,0.3912
77,6,3982.0,0.8253,0.9707,0.6946,1.771,2,0.2261
77,7,2406.0,0.5161,1.0135,0.7694,1.1675,0,0.0402
77,8,2546.0,0.7729,0.9488,0.6314,1.5759,6,0.3621
77,9,1651.0,0.8608,0.9172,0.5982,1.965,5,0.3592
78,1,2010.0,0.512,0.8947,0.6664,1.1642,3,0.9057
78,2,2646.0,0.5623,1.014,0.776,1.2093,0,0.0425
78,3,1337.0,0.5444,0.8406,0.5813,1.1922,4,1.9831
78,4,1324.0,0.212,0.8757,0.5757,1.0233,7,1.3451
78,5,1975.0,0.9081,0.8961,0.693,2.3877,2,0.5309
78,6,2230.0,0.441,1.0127,0.7797,1.1142,2,0.0589
78,7,3447.0,0.237,0.957,0.7254,1.0293,2,0.3662
78,8,2215.0,0.878,0.9095,0.5535,2.089,2,0.5439
78,9,1889.0,0.9022,0.8974,0.5164,2.318,2,0.5241
78,10,799.0,0.4961,1.0438,0.7833,1.1517,0,0.0397
78,11,1299.0,0.5488,1.0249,0.7596,1.1962,0,0.0405
78,12,1367.0,0.7052,1.0156,0.7409,1.4104,2,0.133
78,13,1870.0,0.6467,0.9483,0.666,1.3111,4,0.64
78,14,2152.0,0.4927,1.0103,0.7664,1.1491,1,0.0594
78,15,1659.0,0.6598,0.7978,0.5797,1.3307,5,2.2498
79,1,2235.0,0.5402,1.0088,0.754,1.1883,1,0.0583
79,2,1559.0,0.665,1.0029,0.7399,1.3389,3,0.1347
79,3,2273.0,0.8398,0.8523,0.5718,1.8419,7,0.6477
79,4,1735.0,0.5773,0.9847,0.6965,1.2247,7,0.1802
79,5,2626.0,0.721,0.9607,0.7214,1.443,6,0.1628
79,6,2495.0,0.5706,0.9854,0.7291,1.2177,4,0.1722
79,7,1449.0,0.8647,0.9722,0.6787,1.991,2,0.2508
79,8,1880.0,0.4724,1.0146,0.7711,1.1346,2,0.0517
79,9,2716.0,0.7069,0.9597,0.6807,1.4139,5,0.2765
79,10,2979.0,0.8966,0.9301,0.5422,2.258,4,0.446
79,11,2430.0,0.6518,0.9924,0.733,1.3185,2,0.1244
79,12,2193.0,0.4637,0.9957,0.7399,1.1287,1,0.1439
79,13,3976.0,0.8203,0.9758,0.6311,1.7486,2,0.1782
79,14,2943.0,0.7769,0.9551,0.7075,1.5883,5,0.2333
79,15,2726.0,0.6969,0.9526,0.7046,1.3943,4,0.2972
80,1,1229.0,0.7511,0.9468,0.6779,1.5147,4,0.5755
80,2,1434.0,0.858,0.9391,0.5787,1.9468,3,0.3342
80,3,1961.0,0.457,0.9754,0.7131,1.1243,3,0.1443
80,4,2580.0,0.6197,0.8209,0.5874,1.2742,4,1.7295
80,5,1310.0,0.7297,0.9861,0.6636,1.4624,5,0.2424
80,6,3353.0,0.901,0.8887,0.5945,2.3047,4,0.6023
80,7,2855.0,0.717,0.7778,0.5292,1.4346,4,1.3652
80,8,2529.0,0.4428,0.9912,0.7416,1.1153,3,0.1488
80,9,1933.0,0.5997,1.0139,0.7616,1.2496,1,0.0633
80,10,2549.0,0.4708,0.9811,0.7342,1.1335,4,0.1738
80,11,2403.0,0.838,0.9403,0.6454,1.8326,4,0.3369
80,12,2063.0,0.762,0.977,0.6993,1.5443,4,0.2346
80,13,1495.0,0.6021,0.9537,0.688,1.2525,4,0.2892
81,1,1846.0,0.8592,0.8552,0.5816,1.9543,7,0.5626
81,2,2674.0,0.6769,1.0041,0.7391,1.3585,2,0.0823
81,3,1546.0,0.6065,0.9757,0.7191,1.2577,4,0.2319
81,4,2683.0,0.3291,1.0086,0.771,1.059,1,0.0569
81,5,2955.0,0.8794,0.8862,0.6037,2.1005,4,0.5582
81,6,2606.0,0.9437,0.792,0.4258,3.0226,2,0.538
81,7,2614.0,0.4282,1.0065,0.7529,1.1066,2,0.0612
81,8,2124.0,0.3155,1.0002,0.7427,1.0538,1,0.1257
81,9,2086.0,0.6462,0.9575,0.6898,1.3103,3,0.2251
81,10,1870.0,0.6014,0.9788,0.7083,1.2516,6,0.1302
81,11,3315.0,0.6177,1.0033,0.7654,1.2716,2,0.0688
81,12,2334.0,0.8745,0.8961,0.6959,2.062,5,0.4818
81,13,2473.0,0.863,0.9019,0.6297,1.9791,4,0.5101
81,14,4458.0,0.7679,0.9617,0.6486,1.561,6,0.2025
82,2,1889.0,0.9295,0.8253,0.5111,2.7113,5,0.5752
82,3,2228.0,0.4897,1.0084,0.7651,1.147,1,0.0521
82,4,3904.0,0.8228,0.9661,0.6259,1.7593,2,0.2359
82,5,1614.0,0.6967,0.98,0.6868,1.3941,5,0.2125
82,6,3417.0,0.8319,0.9617,0.6669,1.8019,2,0.183
82,8,1877.0,0.5018,1.0083,0.7511,1.1561,1,0.0684
82,9,2210.0,0.59,0.9989,0.7517,1.2385,4,0.1215
82,10,1415.0,0.5053,1.0125,0.7503,1.1588,1,0.0596
83,1,1369.0,0.8184,0.9828,0.6797,1.74,2,0.2507
83,2,894.0,0.6745,1.0317,0.7525,1.3545,0,0.0465
83,3,2182.0,0.533,1.0121,0.7656,1.1819,1,0.0508
83,4,2231.0,0.8503,0.9181,0.6523,1.8999,2,0.5001
83,5,3507.0,0.8211,0.9761,0.6912,1.7521,2,0.1609
83,6,1730.0,0.8212,0.9192,0.5749,1.7522,3,0.4325
83,7,4608.0,0.8074,0.9584,0.6957,1.6951,2,0.2311
84,1,1662.0,0.8895,0.9213,0.6789,2.1881,2,0.4647
84,2,1901.0,0.9123,0.908,0.676,2.4415,2,0.5221
84,3,2213.0,0.896,0.9042,0.534,2.2519,2,0.5216
84,4,842.0,0.7205,1.0331,0.7641,1.442,1,0.0501
84,6,2141.0,0.9044,0.9109,0.6695,2.3439,2,0.5647
84,7,822.0,0.5012,1.0398,0.8059,1.1556,0,0.0449
84,8,1464.0,0.4784,1.0241,0.7762,1.1388,0,0.0393
84,9,1369.0,0.6687,1.0266,0.7708,1.3449,0,0.0393
84,10,1940.0,0.7177,1.0235,0.7779,1.4361,0,0.0413
84,11,1839.0,0.4687,0.9113,0.6811,1.132,3,1.2015
84,12,1276.0,0.6859,1.0278,0.7757,1.3742,0,0.039
84,13,1968.0,0.9077,0.909,0.64,2.3826,2,0.478
84,14,1948.0,0.8518,0.8932,0.6024,1.9089,2,0.6645
84,15,1332.0,0.5313,0.8804,0.6472,1.1804,3,1.6171
84,16,1241.0,0.7907,1.0131,0.7182,1.6334,2,0.0987
85,1,2532.0,0.8292,0.9096,0.6484,1.7889,5,0.5734
85,2,1131.0,0.6477,1.0301,0.7694,1.3125,0,0.0494
85,3,2281.0,0.6832,1.014,0.7603,1.3694,0,0.0489
85,5,1839.0,0.9219,0.9077,0.5702,2.5816,2,0.4429
85,6,1004.0,0.5879,1.034,0.7801,1.2362,0,0.0415
85,7,2712.0,0.4589,1.0065,0.7552,1.1255,1,0.0601
85,8,1632.0,0.789,0.9244,0.7041,1.6277,2,0.4996
85,9,1181.0,0.6422,1.0252,0.7669,1.3046,0,0.0423
85,10,2400.0,0.4661,1.0105,0.7692,1.1303,1,0.0506
85,11,1652.0,0.9058,0.9397,0.5351,2.3601,2,0.3691
85,12,2356.0,0.9173,0.906,0.5594,2.5118,2,0.486
85,13,1985.0,0.872,0.9421,0.6474,2.0427,5,0.3706
86,1,1385.0,0.679,1.0274,0.7851,1.3621,0,0.0355
86,2,826.0,0.5648,1.0377,0.8138,1.2118,1,0.0523
86,3,1152.0,0.7262,1.0304,0.7826,1.4546,0,0.0496
86,4,1584.0,0.9054,0.9114,0.5625,2.3558,2,0.4652
86,5,2257.0,0.6194,1.0148,0.7837,1.2738,1,0.0667
86,6,1321.0,0.5387,1.0252,0.7725,1.1869,2,0.0617
86,7,673.0,0.3874,1.0394,0.7753,1.0847,2,0.0761
86,8,374.0,0.4786,0.898,0.6023,1.1389,6,0.6133
86,9,2501.0,0.4559,1.0152,0.7719,1.1236,0,0.0395
86,10,1873.0,0.7909,0.967,0.6757,1.634,3,0.2729
86,11,2198.0,0.5221,1.0106,0.7712,1.1725,1,0.0518
86,12,1160.0,0.7469,1.0243,0.7082,1.504,0,0.0466
86,13,2065.0,0.6595,0.9985,0.7241,1.3304,3,0.1152
86,14,2038.0,0.5546,1.0037,0.7582,1.2018,3,0.061
86,15,1903.0,0.7313,0.9599,0.7138,1.4661,4,0.2887
87,1,1552.0,0.6193,1.0187,0.7846,1.2737,1,0.0784
87,2,545.0,0.3235,1.0542,0.8385,1.0568,1,0.0596
87,3,1648.0,0.7587,0.9976,0.7043,1.5351,2,0.1574
87,4,2347.0,0.6051,1.0066,0.7571,1.256,0,0.0443
87,5,3786.0,0.6529,1.0089,0.7856,1.3203,0,0.0407
88,1,2231.0,0.5814,1.0113,0.7527,1.2291,2,0.0589
88,2,2176.0,0.3733,0.9927,0.7341,1.0779,2,0.1432
88,3,895.0,0.7116,1.0359,0.765,1.4233,0,0.0486
88,4,3581.0,0.7612,0.9807,0.7439,1.5419,2,0.1304
88,5,2222.0,0.9245,0.8755,0.5275,2.6232,2,0.6425
88,6,2292.0,0.5257,1.0135,0.7722,1.1756,1,0.0508
88,7,2184.0,0.4893,1.0081,0.7775,1.1466,1,0.1126
88,8,1649.0,0.6313,0.9934,0.7236,1.2895,2,0.1898
88,9,1631.0,0.7929,0.9654,0.6745,1.6411,2,0.2678
88,10,2973.0,0.7923,0.9446,0.7012,1.6389,7,0.2456
89,1,2566.0,0.5465,1.01,0.7425,1.1941,0,0.0461
89,2,1950.0,0.8893,0.908,0.6842,2.1865,2,0.5221
89,3,1905.0,0.9196,0.9033,0.7069,2.5457,2,0.5543
89,4,1825.0,0.685,1.0201,0.7949,1.3725,0,0.0371
89,5,2861.0,0.5242,0.9997,0.7625,1.1742,1,0.1446
89,6,1534.0,0.8434,0.8247,0.5371,1.8612,5,2.0957
89,7,1416.0,0.6374,1.0268,0.7725,1.2978,0,0.0399
89,8,2230.0,0.6176,1.0199,0.7743,1.2715,0,0.0371
89,9,1546.0,0.7358,1.0242,0.7738,1.4767,0,0.0474
89,10,1928.0,0.9298,0.9062,0.501,2.7176,2,0.453
89,11,1777.0,0.9104,0.9236,0.6328,2.4175,2,0.4351
89,13,1593.0,0.7349,0.9797,0.6987,1.4746,2,0.25
89,14,2177.0,0.4096,0.9717,0.7073,1.0962,1,0.4096
89,15,3489.0,0.561,1.0042,0.7605,1.208,2,0.0632
89,16,2171.0,0.665,0.9729,0.6866,1.339,4,0.2269
89,17,4869.0,0.8434,0.962,0.7551,1.8615,2,0.2582
90,1,2347.0,0.5622,0.9702,0.7244,1.2092,4,0.3494
90,2,2385.0,0.8023,0.7856,0.5272,1.6753,4,1.6424
90,4,1551.0,0.8986,0.9324,0.5818,2.2789,2,0.4203
90,5,2302.0,0.8472,0.9193,0.657,1.8821,2,0.4921
90,6,1817.0,0.8804,0.7642,0.5456,2.1084,4,2.6368
90,7,1577.0,0.7617,0.8108,0.5821,1.5433,6,2.4421
90,8,1418.0,0.8216,0.9766,0.6867,1.7544,2,0.235
91,1,3050.0,0.6192,1.0113,0.7644,1.2735,0,0.0321
91,2,2084.0,0.8845,0.7423,0.5231,2.1432,4,2.7782
91,3,1044.0,0.6657,1.0255,0.7489,1.3401,0,0.045
91,4,1813.0,0.4769,0.9281,0.6715,1.1377,1,0.9456
91,5,2162.0,0.9159,0.9031,0.5949,2.4908,3,0.4941
91,6,1843.0,0.9349,0.9003,0.4571,2.8178,2,0.4263
91,7,1376.0,0.39,1.0265,0.78,1.086,0,0.0444
91,8,1121.0,0.4419,1.0247,0.7785,1.1148,2,0.0556
91,9,2925.0,0.6697,0.969,0.6908,1.3466,4,0.2092
91,10,794.0,0.2594,1.0285,0.7318,1.0355,3,0.0988
91,11,2467.0,0.8994,0.8897,0.5818,2.2878,2,0.5131
91,12,711.0,0.3557,1.0342,0.7167,1.07,1,0.074
91,13,3846.0,0.7611,0.8702,0.6013,1.5416,5,1.5191
91,15,1729.0,0.9098,0.9114,0.5954,2.4096,2,0.507
91,16,1994.0,0.9153,0.8962,0.5858,2.4833,2,0.4971
91,17,1592.0,0.8873,0.9329,0.5676,2.1686,2,0.3842
92,1,876.0,0.4817,1.03,0.8051,1.1411,2,0.0599
92,2,3038.0,0.4995,1.006,0.7463,1.1543,0,0.0431
92,4,1556.0,0.7287,1.0227,0.7204,1.4601,0,0.0384
92,6,1145.0,0.6513,1.0232,0.7484,1.3178,1,0.0524
92,7,1684.0,0.8962,0.9263,0.5377,2.254,2,0.3887
92,9,2447.0,0.9014,0.8696,0.6273,2.3099,2,0.7564
92,10,1686.0,0.8819,0.8351,0.5694,2.1214,5,1.6971
92,11,1285.0,0.6537,1.0259,0.776,1.3215,0,0.0442
92,12,2795.0,0.5939,0.9769,0.7271,1.243,6,0.3862
92,13,1363.0,0.6319,1.0233,0.7572,1.2902,0,0.0394
92,14,2203.0,0.8953,0.9032,0.664,2.2449,2,0.6912
92,15,2157.0,0.8375,0.9413,0.6166,1.83,2,0.4398
92,16,1119.0,0.6027,1.0257,0.7561,1.2531,1,0.053
92,17,1086.0,0.6727,1.027,0.7526,1.3516,0,0.0422
92,18,1879.0,0.7213,1.0193,0.7403,1.4437,0,0.0361
93,1,2446.0,0.8239,0.9163,0.5978,1.7644,6,0.7046
93,2,3338.0,0.7932,0.9819,0.6669,1.642,2,0.1436
93,3,1907.0,0.9127,0.7946,0.4447,2.4476,4,0.7331
